Date,Time,MQ2.SV hinten,MQ3.SV hinten,MQ9B.SV hinten,MQ135.SV hinten,MP503.SV hinten,HCOH.SV hinten
20240314,12:14:40,103,57,35,45,198,32
20240314,12:14:44,107,58,35,45,206,32
20240314,12:14:48,106,58,35,45,328,32
20240314,12:14:51,104,58,35,44,333,31
20240314,12:14:55,104,57,35,46,321,30
20240314,12:14:59,110,59,35,46,201,30
20240314,12:15:02,107,58,36,45,209,31
20240314,12:15:06,103,58,35,44,337,31
20240314,12:15:10,104,58,35,46,330,29
20240314,12:15:13,100,57,36,47,289,30
20240314,12:15:17,103,58,36,45,204,30
20240314,12:15:21,102,57,35,45,334,30
20240314,12:15:24,105,57,34,46,313,30
20240314,12:15:28,105,57,35,44,333,30
20240314,12:15:32,106,58,34,45,205,29
20240314,12:15:35,102,57,35,45,223,30
20240314,12:15:39,105,58,34,46,339,30
20240314,12:15:43,106,57,35,45,326,30
20240314,12:15:47,103,57,34,46,224,29
20240314,12:15:50,102,57,35,45,205,30
20240314,12:15:54,103,57,34,46,232,29
20240314,12:15:58,102,57,35,45,205,29
20240314,12:16:01,105,57,34,45,214,29
20240314,12:16:05,102,57,35,45,310,29
20240314,12:16:09,102,57,36,45,205,29
20240314,12:16:12,99,57,36,45,211,29
20240314,12:16:16,105,59,36,45,337,31
20240314,12:16:20,108,59,35,46,210,30
20240314,12:16:23,104,59,36,44,205,30
20240314,12:16:27,106,59,36,45,230,30
20240314,12:16:31,105,58,35,45,326,31
20240314,12:16:34,109,57,34,46,199,31
20240314,12:16:38,104,58,35,44,209,31
20240314,12:16:42,104,58,35,46,340,30
20240314,12:16:45,100,58,35,45,322,30
20240314,12:16:49,105,58,35,46,202,29
20240314,12:16:53,102,57,35,45,220,30
20240314,12:16:57,108,57,36,45,333,29
20240314,12:17:00,108,58,35,46,200,29
20240314,12:17:04,105,58,33,46,304,30
20240314,12:17:08,105,58,36,46,332,30
20240314,12:17:11,104,57,35,46,246,29
20240314,12:17:15,99,57,36,46,203,29
20240314,12:17:19,102,57,36,45,329,30
20240314,12:17:22,103,56,34,45,333,29
20240314,12:17:26,103,57,35,45,308,30
20240314,12:17:30,100,56,36,45,313,31
20240314,12:17:33,103,57,35,46,330,30
20240314,12:17:37,98,56,35,46,248,30
20240314,12:17:41,102,57,35,45,205,30
20240314,12:17:44,106,57,34,46,316,30
20240314,12:17:48,102,57,35,45,328,29
20240314,12:17:52,105,57,34,46,199,30
20240314,12:17:55,102,57,35,45,214,30
20240314,12:17:59,104,57,35,45,217,31
20240314,12:18:03,106,58,35,46,217,30
