Time [ms],Volumeflow_Air [m^3/h],Volumeflow_Water [m^3/h],T_Water_In [°C],T_1_Back [°C],T_1_bottom [°C],T_1_Front [°C],T_2_Top [°C],T_2_Back [°C],T_2_Bottom [°C],T_2_Front [°C],T_1_Top_Combi [°C],T_2_Top_Combi [°C],rel_Humid_1 [%],rel_Humid_2 [%],dp_HEPA [Pa],dp_Rainwasher [Pa],dp_RainwasherToOut [Pa]
999,299.09060,6.00519,10.20000,12.80000,13.10001,12.70000,10.10001,9.60001,10.40001,9.70000,12.59682,10.24567,52.94961,93.99091,176.81200,4.27530,2.89671
1997,299.27110,6.00108,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.58583,10.23835,52.95877,93.99091,177.14470,4.29818,3.24434
3002,299.14090,5.99774,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.60049,10.26765,52.94656,94.03364,177.03010,4.25718,2.14320
4004,298.83000,6.00153,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59315,10.26765,52.95266,94.03059,176.43260,4.22634,0.86647
5001,299.13160,6.00374,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.58217,10.25666,52.98623,94.03059,176.64730,4.28801,1.77412
5998,299.26920,6.00572,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.58217,10.26398,52.97708,94.03364,176.87650,4.26258,2.26462
7009,299.48480,6.00940,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.56752,10.24934,52.97097,93.98481,176.92880,4.30327,3.00633
8001,299.39190,6.01043,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59315,10.26765,52.98928,93.99397,176.95110,4.25304,2.96538
8999,299.45880,6.01162,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.60001,12.59682,10.26398,53.02285,93.98176,176.41370,4.28038,2.12997
9994,299.55170,6.00982,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59315,10.26765,53.01980,93.99091,176.14110,4.28420,1.71225
10997,299.77460,6.01008,10.20000,12.80000,13.10001,12.80000,10.10001,9.60001,10.40001,9.70000,12.59682,10.26765,53.02591,93.98786,176.40030,4.26639,2.26050
11997,300.04180,6.00725,10.20000,12.80000,13.10001,12.70000,10.10001,9.60001,10.40001,9.70000,12.59682,10.26765,53.02896,93.99091,178.02700,4.27943,4.01199
13003,299.70780,6.00542,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59682,10.26765,53.02896,93.99702,180.01410,4.29787,4.11533
14008,299.66130,6.00159,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.60049,10.26765,53.02591,93.99397,180.32120,4.23619,2.47400
15006,299.74860,5.99897,10.20000,12.80000,13.10001,12.70000,10.10001,9.60001,10.40001,9.70000,12.59315,10.27497,53.02896,93.98786,179.79940,4.27720,1.77234
16004,299.55730,5.99979,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.59682,10.27497,53.02591,93.99397,179.35210,4.25241,1.32459
17001,299.75230,5.99793,10.20000,12.80000,13.10001,12.70000,10.10001,9.60001,10.40001,9.70000,12.59682,10.26765,53.02591,93.99091,179.23080,4.25400,1.60478
17995,300.30140,5.99140,10.20000,12.80000,13.10001,12.70000,10.10001,9.60001,10.40001,9.70000,12.59682,10.27863,53.02896,93.99702,179.43220,4.26926,0.41336
18998,301.00110,5.98770,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59682,10.26765,53.02896,93.99397,179.86280,4.24732,-1.45114
20000,301.38540,5.98822,10.20000,12.80000,13.10001,12.70000,10.10001,9.60001,10.40001,9.70000,12.59315,10.27497,53.02285,93.99091,180.03860,4.27975,-0.66203
20995,301.45560,5.99490,10.20000,12.80000,13.10001,12.70000,10.10001,9.60001,10.40001,9.70000,12.58583,10.26765,53.03201,94.06416,179.65250,4.28706,-0.46964
22004,301.44640,5.99983,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59682,10.26765,53.02896,94.07331,179.79380,4.26767,-1.65213
23009,301.35590,6.00039,10.20000,12.80000,13.10001,12.70000,10.10001,9.60001,10.40001,9.70000,12.58583,10.26765,53.02591,94.06110,180.04640,4.23747,-2.20842
24004,301.09910,6.00165,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.58217,10.26765,53.02285,94.06110,179.59800,4.29596,-2.08218
25003,301.26360,5.99845,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59682,10.26765,53.02591,94.06416,179.30430,4.26385,-1.80859
26005,301.53690,6.00051,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59682,10.26765,53.02896,94.06416,179.06840,4.25050,-1.40750
27001,301.44090,5.99682,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59315,10.27497,53.03201,94.06416,178.23170,4.31153,-0.84407
28000,300.43110,5.99246,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.58583,10.26765,53.02285,94.06110,176.96440,4.27720,0.52922
29000,299.09250,5.98825,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.60049,10.26765,53.02896,94.07026,176.73080,4.23047,0.56374
30005,299.28590,5.99057,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59315,10.26765,53.02896,94.06721,177.05230,4.29469,0.70410
31009,299.86550,5.99605,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.57484,10.26032,53.01370,94.06416,177.06900,4.25781,2.14589
32005,299.75790,5.99718,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.58583,10.26765,53.02591,94.06416,177.33720,4.31567,1.92056
33001,299.61860,5.99977,10.20000,12.80000,13.10001,12.70000,10.10001,9.60001,10.40001,9.80000,12.59315,10.26765,53.02285,94.06721,176.84540,4.26035,1.59908
33996,299.80250,6.00194,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.60049,10.26765,53.02591,94.06110,176.84090,4.28610,2.31325
35000,300.21980,6.00377,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59315,10.26398,53.02591,94.03059,177.47400,4.28483,2.97629
36006,300.04000,6.00759,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.58217,10.27497,53.02591,94.03364,177.36390,4.25940,2.44933
37001,299.41790,6.00732,10.20000,12.80000,13.10001,12.70000,10.10001,9.60001,10.40001,9.70000,12.59315,10.26765,52.98928,94.03669,177.39280,4.24001,1.22821
38005,299.28970,6.00548,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.59682,10.27497,52.98928,94.03059,176.74410,4.24923,0.87201
38997,299.61680,6.00376,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59682,10.26765,52.98928,94.03364,176.36030,4.28006,1.50198
40001,299.70220,6.00188,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59682,10.27497,52.98928,94.06110,176.77860,4.31440,1.73390
40998,299.60380,6.00033,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.50000,9.80000,12.58583,10.26765,52.98928,94.06416,177.02560,4.27561,2.22760
42002,299.66690,5.99696,10.20000,12.80000,13.10001,12.80000,10.10001,9.70000,10.40001,9.80000,12.58583,10.26398,52.98623,94.06416,176.99890,4.27847,2.75600
43011,299.47920,5.99631,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.58583,10.26765,52.98928,94.05805,176.34690,4.29087,2.49277
44012,299.54060,5.99451,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.70000,12.59682,10.27863,52.98623,94.06110,176.00650,4.29087,2.33328
45008,299.80990,5.99450,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.59682,10.24567,52.99234,94.02753,176.23570,4.28737,1.98441
46008,299.70400,5.99937,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.59682,10.24567,52.98013,94.02143,176.94000,4.25368,2.41106
47003,299.75600,6.00078,10.20000,12.90001,13.10001,12.80000,10.10001,9.70000,10.40001,9.80000,12.60049,10.23103,52.98623,94.03059,177.43290,4.29564,2.81715
48005,299.59630,5.99927,10.20000,12.80000,13.10001,12.80000,10.10001,9.70000,10.40001,9.80000,12.59315,10.23835,52.98623,94.03059,176.70410,4.22730,1.76930
48999,299.34730,5.99739,10.30000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.59315,10.27497,52.99234,94.05805,176.17780,4.26067,1.68204
49998,299.56660,5.99901,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.58583,10.26765,52.94656,94.07331,176.49830,4.28706,2.42876
51007,299.52010,5.99758,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.59682,10.27863,52.95877,94.07026,176.79640,4.27339,2.00140
51998,299.59450,5.99766,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.58583,10.26765,52.94961,94.06416,176.73300,4.25940,1.68347
53004,299.77830,6.00050,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.59315,10.27497,52.94656,94.06110,176.71860,4.26258,2.15607
53998,299.78200,6.00037,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.59682,10.27863,52.95877,94.10383,176.40260,4.22730,2.84183
55001,299.63160,5.99938,10.20000,12.80000,13.10001,12.70000,10.10001,9.60001,10.40001,9.80000,12.58217,10.28596,52.96487,94.11298,176.41040,4.27625,2.91943
56004,299.50530,5.99569,10.20000,12.80000,13.10001,12.70000,10.10001,9.70000,10.40001,9.80000,12.58217,10.26765,52.94961,94.10383,176.46600,4.26767,1.96742
