Time [ms],Volumeflow_Air [m^3/h],Volumeflow_Water [m^3/h],T_Water_In [°C],T_1_Back [°C],T_1_bottom [°C],T_1_Front [°C],T_2_Top [°C],T_2_Back [°C],T_2_Bottom [°C],T_2_Front [°C],T_1_Top_Combi [°C],T_2_Top_Combi [°C],rel_Humid_1 [%],rel_Humid_2 [%],dp_HEPA [Pa],dp_Rainwasher [Pa],dp_RainwasherToOut [Pa]
996,300.25320,3.75055,15.60001,11.90001,12.10001,11.80000,11.00000,11.00000,10.50000,11.40001,11.86438,11.35533,50.91403,74.84359,176.06210,2.57450,-2.25960
1998,300.06960,3.75120,15.60001,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.86438,11.36265,50.91403,74.84969,175.84180,2.66319,-3.10915
2999,299.57590,3.74868,15.60001,11.90001,12.20000,11.80000,10.90001,11.00000,10.50000,11.40001,11.86804,11.35533,50.92014,74.85885,176.23790,2.64952,-3.18355
4001,299.69850,3.74493,15.60001,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.86804,11.35899,50.91708,74.84969,176.19120,2.63013,-2.94482
5001,299.71150,3.74467,15.60001,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.86438,11.36631,50.91098,74.84969,176.06210,2.60056,-3.23271
5998,299.53870,3.74369,15.50000,11.90001,12.20000,11.80000,10.90001,11.00000,10.50000,11.40001,11.86438,11.35167,50.91708,74.70015,176.41700,2.62504,-3.29244
7004,299.68170,3.74496,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.86438,11.35533,50.91403,74.70015,176.48820,2.58403,-2.96718
8000,299.82290,3.74549,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.86438,11.35533,50.95676,74.70625,176.74640,2.67940,-2.68697
9004,299.80800,3.74615,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.40001,11.86804,11.35899,50.95065,74.69710,176.81870,2.67336,-2.85953
10000,299.85260,3.74602,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.40001,11.86071,11.35533,50.95065,74.66353,176.52490,2.62949,-3.32927
11008,300.01210,3.74791,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.40001,11.86438,11.35167,50.95370,74.66048,176.40810,2.60056,-2.63423
12004,299.75230,3.74890,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.40001,11.86071,11.35167,50.95065,74.66353,176.72080,2.66128,-2.19505
13009,299.74860,3.74954,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.40001,11.86804,11.35899,50.91403,74.66658,176.86760,2.63013,-2.73883
14005,300.48480,3.74546,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.40001,11.86071,11.37364,50.92319,74.66353,177.02010,2.64984,-3.55655
15004,300.88460,3.74626,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.40001,11.86438,11.30772,50.91403,74.59334,177.25600,2.61996,-6.01650
16000,301.49250,3.74664,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.40001,11.86804,11.31504,50.92014,74.58418,177.55520,2.60120,-6.12485
16999,301.65120,3.74638,15.50000,11.90001,12.10001,11.80000,10.90001,10.90001,10.50000,11.40001,11.86804,11.31504,50.93845,74.58723,177.23040,2.60501,-5.40727
17999,301.38540,3.74488,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.86438,11.31871,50.94760,74.59029,177.32600,2.54779,-6.84869
18997,301.23400,3.74418,15.50000,11.90001,12.10001,11.80000,10.90001,10.90001,10.50000,11.30000,11.86438,11.30772,50.93845,74.58723,177.95130,2.59166,-6.97707
19998,301.15450,3.74474,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.85705,11.31504,50.94760,74.51704,177.12240,2.59897,-6.03830
20998,301.25980,3.74478,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.86438,11.30772,50.95065,74.51399,176.62180,2.61773,-5.62363
22002,300.97340,3.74511,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.87170,11.31871,50.99338,74.51704,176.95890,2.63394,-6.63930
23000,301.00850,3.74363,15.50000,11.90001,12.10001,11.90001,10.80000,11.00000,10.50000,11.30000,11.86438,11.31504,50.98727,74.52010,176.93660,2.66541,-5.67513
24013,300.55150,3.74455,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.86804,11.32603,50.98422,74.52010,176.72970,2.54016,-3.20982
25001,299.72070,3.74640,15.40001,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.86071,11.27476,50.98727,74.51704,176.02870,2.51410,-3.64400
26001,299.66870,3.74733,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.20000,11.86804,11.27110,50.98727,74.51704,176.08990,2.60374,-3.00490
27002,299.92860,3.74890,15.40001,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.82775,11.27476,51.02390,74.51399,176.17670,2.62250,-1.83315
28003,299.94530,3.74949,15.50000,11.90001,12.10001,11.80000,10.90001,10.90001,10.50000,11.30000,11.82775,11.27110,51.02695,74.51094,175.84070,2.59452,-2.42465
29002,299.51640,3.74621,15.40001,11.90001,12.20000,11.80000,10.90001,11.00000,10.50000,11.30000,11.82775,11.31871,51.02390,74.55672,175.74950,2.64666,-2.88350
30000,299.43650,3.74287,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.82409,11.30772,51.02085,74.55367,176.27460,2.62250,-3.27170
31010,299.50710,3.74127,15.40001,11.90001,12.20000,11.80000,10.90001,11.00000,10.50000,11.30000,11.86071,11.30406,51.02085,74.54451,176.32020,2.57927,-4.20046
32000,299.30080,3.73883,15.50000,11.90001,12.10001,11.80000,10.90001,10.90001,10.50000,11.30000,11.86071,11.31871,51.02390,74.55367,176.08770,2.54080,-4.85742
33005,299.22820,3.74204,15.50000,11.90001,12.10001,11.90001,10.90001,11.00000,10.50000,11.20000,11.86804,11.31504,51.02390,74.55672,176.19670,2.56846,-3.95995
34003,299.33610,3.74320,15.50000,11.90001,12.10001,11.80000,10.90001,11.00000,10.50000,11.30000,11.87170,11.27476,51.02390,74.65742,175.59260,2.60088,-2.66444
35005,299.36770,3.74231,15.50000,11.90001,12.20000,11.80000,10.90001,10.90001,10.50000,11.30000,11.86438,11.27110,51.02695,74.66963,175.40680,2.62377,-2.91658
36000,299.55540,3.74311,15.40001,11.90001,12.10001,11.90001,10.90001,10.90001,10.50000,11.30000,11.86071,11.27110,51.02390,74.66353,176.02100,2.61868,-3.38846
36999,299.79500,3.74356,15.50000,11.90001,12.10001,11.80000,10.90001,10.90001,10.50000,11.30000,11.86804,11.27110,51.02695,74.66353,176.08880,2.59929,-3.61250
38003,299.43840,3.74282,15.40001,11.90001,12.10001,11.80000,10.90001,10.90001,10.50000,11.30000,11.86438,11.27110,51.02085,74.66353,175.84630,2.60056,-3.83997
39003,299.31010,3.74427,15.50000,11.90001,12.10001,11.80000,10.90001,10.90001,10.50000,11.20000,11.87170,11.27110,51.02695,74.73677,175.76060,2.64698,-3.58658
39997,299.57780,3.74732,15.40001,11.90001,12.20000,11.80000,10.90001,10.90001,10.50000,11.30000,11.86071,11.26743,51.02390,74.73677,175.93970,2.62345,-3.79956
41000,299.80240,3.74788,15.50000,11.90001,12.20000,11.80000,10.90001,10.90001,10.50000,11.20000,11.86071,11.26377,51.02695,74.73372,176.25680,2.59612,-2.82716
41999,299.91190,3.74765,15.50000,11.90001,12.10001,11.80000,10.90001,10.90001,10.50000,11.30000,11.86438,11.27110,51.02390,74.74287,176.01870,2.64348,-1.55187
43000,299.85440,3.74678,15.50000,11.90001,12.10001,11.80000,10.90001,10.90001,10.50000,11.30000,11.86071,11.27476,51.02695,74.77035,175.97640,2.58372,-2.74294
