17:32:08,79.7,G,66.1,G
17:32:13,80.1,G,66.1,G
17:32:18,80.3,G,66.1,G
17:32:23,80.1,G,66.1,G
17:32:28,79.7,G,66.1,G
17:32:33,78.8,G,66.1,G
17:32:38,78.3,G,66.1,G
17:32:43,78.1,G,66.1,G
17:32:48,78.2,G,66.1,G
17:32:53,78.3,G,66.1,G
17:32:58,78.3,G,66.1,G
17:33:03,78.7,G,66.1,G
17:33:08,79.4,G,66.1,G
17:33:13,80.2,G,66.1,G
17:33:18,81.9,G,66.1,G
17:33:23,83.1,G,66.1,G
17:33:28,84.2,G,66.1,G
17:33:33,85.2,G,66.1,G
17:33:38,85.3,G,66.1,G
17:33:43,85.2,G,66.1,G
17:33:48,84.9,G,66.1,G
17:33:53,83.8,G,66.1,G
17:33:58,82.7,G,66.1,G
17:34:03,81.8,G,66.1,G
17:34:08,80.9,G,66.1,G
17:34:13,80.4,G,66.1,G
17:34:18,80.2,G,66.1,G
17:34:23,79.7,G,66.1,G
17:34:28,79.5,G,66.1,G
17:34:33,79.8,G,66.1,G
17:34:38,84.8,G,66.1,G
17:34:43,88.4,G,66.1,G
17:34:48,88.7,G,66.1,G
17:34:53,88.7,G,66.1,G
17:34:58,86.3,G,66.1,G
17:35:03,80.9,G,66.1,G
17:35:08,79.8,G,66.1,G
17:35:13,79.6,G,66.1,G
17:35:18,79.4,G,66.1,G
17:35:23,79.9,G,66.1,G
17:35:28,80.7,G,66.1,G
17:35:33,81.6,G,66.1,G
17:35:38,81.9,G,66.1,G
17:35:43,80.5,G,66.1,G
17:35:48,79.3,G,66.1,G
17:35:53,79.2,G,66.1,G
17:35:58,78.8,G,66.1,G
17:36:03,78.6,G,66.1,G
17:36:08,78.9,G,66.1,G
17:36:13,78.9,G,66.1,G
17:36:18,79,G,66.1,G
17:36:23,79.3,G,66.1,G
17:36:28,79.7,G,66.1,G
17:36:33,80.4,G,66.1,G
17:36:38,81.5,G,66.1,G
17:36:43,82.9,G,66.1,G
17:36:48,83.4,G,66.1,G
17:36:53,83.4,G,66.1,G
17:36:58,82.8,G,66.1,G
17:37:03,82.1,G,66.1,G
17:37:08,81.1,G,66.1,G
17:37:13,80.2,G,66.1,G
17:37:18,80,G,66.1,G
