Time [ms],Volumeflow_Air [m^3/h],Volumeflow_Water [m^3/h],T_Water_In [°C],T_1_Back [°C],T_1_bottom [°C],T_1_Front [°C],T_2_Top [°C],T_2_Back [°C],T_2_Bottom [°C],T_2_Front [°C],T_1_Top_Combi [°C],T_2_Top_Combi [°C],rel_Humid_1 [%],rel_Humid_2 [%],dp_HEPA [Pa],dp_Rainwasher [Pa],dp_RainwasherToOut [Pa]
1005,299.92490,2.00248,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.16834,12.11341,50.44404,64.48866,176.96560,1.96002,0.43887
2006,299.84880,2.00148,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.10001,12.17200,12.10608,50.44404,64.48256,176.98220,1.97878,-0.14211
3005,299.78570,1.99978,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.16468,12.10975,50.44404,64.49171,175.85400,1.97909,-1.09857
4003,299.83030,1.99989,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.16468,12.11341,50.44404,64.47951,175.76390,1.94381,-0.59610
5005,299.73000,2.00055,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.16468,12.11341,50.44404,64.47951,176.37700,1.92283,-0.61470
6028,299.61490,1.99712,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.06214,50.44404,64.54970,176.97890,1.96574,-1.25020
7007,299.54430,1.99748,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.20000,12.20000,12.11341,12.05848,50.44404,64.55885,176.47710,1.97623,-0.37688
8009,299.66690,1.99710,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.13172,12.05848,50.44099,64.55885,176.05320,1.97433,-0.65385
9005,299.72260,1.99867,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.13538,12.06946,50.44404,64.56496,176.99340,1.98609,-0.28050
10004,299.89340,2.00111,16.00000,12.20000,12.40001,12.20000,11.80000,12.00000,11.10001,12.10001,12.12073,12.06214,50.44404,64.56190,176.43930,1.93586,-0.27567
11016,300.13450,2.00046,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.12806,12.07312,50.48066,64.66262,175.67600,1.95430,-0.87076
12005,299.91010,1.99945,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.06946,50.48372,64.66567,175.87520,1.92728,-0.99004
13014,299.61490,2.00054,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.13172,12.06214,50.47761,64.65957,176.32140,1.96828,-1.04671
14004,299.58890,2.00024,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.10001,12.12073,12.06946,50.47151,64.66262,176.92880,1.94826,-0.92387
15002,299.98990,1.99993,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.12806,12.05848,50.47761,64.66567,177.01340,1.99594,-0.38457
16010,300.13080,2.00036,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.13538,12.11341,50.47151,64.62905,177.15140,1.97655,-0.00494
17012,299.60000,2.00075,16.00000,12.20000,12.40001,12.20000,11.80000,12.00000,11.10001,12.20000,12.12806,12.11341,50.47456,64.63210,176.62180,1.98990,-0.86879
18011,299.62230,1.99874,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.13172,12.10975,50.47456,64.63515,176.26460,1.96574,-0.63884
19007,299.75230,2.00052,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.11341,50.48066,64.62905,177.19140,1.91996,-0.48810
20007,299.46440,2.00548,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.13172,12.10975,50.47761,64.63210,177.08680,1.98036,-0.33575
21012,299.76350,2.00643,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.10975,50.47456,64.66872,177.15360,1.98227,0.94241
22005,299.95280,2.00370,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.13172,12.11341,50.47761,64.67178,176.86100,1.95779,0.66275
23004,299.73000,1.99948,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.12073,12.10975,50.47456,64.65652,176.71970,1.93205,-0.01854
24006,299.83400,1.99821,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.12073,12.10608,50.51423,64.65957,177.45400,1.97623,0.18817
25003,299.90260,1.99864,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.10975,50.51118,64.58937,177.58860,1.96828,0.21410
26002,299.64650,1.99903,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.11341,12.10975,50.51423,64.59547,177.41280,1.97655,-0.06879
27005,299.78940,1.99847,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.11707,12.11341,50.51423,64.60463,177.55080,1.98640,0.29242
28001,300.04550,1.99379,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.12806,12.10975,50.51423,64.60768,177.27600,1.98259,0.20696
29002,299.72630,1.99247,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.10975,50.55086,64.59853,176.40480,1.93014,-0.73790
30002,299.67430,1.99452,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.13172,12.10608,50.55391,64.59242,176.15780,1.94190,-0.30821
31003,299.36590,1.99864,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.11707,12.10608,50.54475,64.58937,176.21120,1.93141,-1.36679
32002,299.49220,2.00155,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.11341,12.10975,50.54475,64.59547,177.04680,1.93904,-0.97786
33001,299.78760,2.00172,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12073,12.10975,50.55391,64.59547,176.69850,1.89708,-0.14603
34001,299.47920,2.00346,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.10001,12.11707,12.10975,50.55086,64.59242,175.20870,1.93840,-1.52254
35001,299.38260,2.00109,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.10001,12.12073,12.10975,50.55086,64.69619,175.85630,1.93618,-1.16223
36003,299.79130,1.99926,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.12073,12.10975,50.55391,64.69619,176.58510,1.96892,0.34123
37002,300.36070,1.99739,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.12073,12.10608,50.55086,64.69924,176.79530,1.94476,1.15216
38001,300.30510,1.99670,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.10001,12.11707,12.10242,50.54475,64.69924,177.20920,1.95811,0.10127
39002,300.50520,1.99880,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.12806,12.10608,50.55696,64.74197,177.51740,1.87164,-1.95294
40001,300.86240,1.99878,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.11707,12.10608,50.55086,64.73891,176.84090,1.94381,-4.18758
41002,301.20810,1.99944,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.12806,12.10608,50.55391,64.73891,176.90330,1.95175,-3.72839
42002,301.61430,2.00335,16.00000,12.20000,12.40001,12.20000,11.80000,11.90001,11.10001,12.20000,12.13172,12.10975,50.55391,64.74197,177.31710,1.92918,-2.24637
43001,301.61620,2.00349,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.10975,12.09143,50.55086,64.74197,177.26710,1.92314,-3.29976
44002,301.78030,1.99975,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.05481,50.55391,64.56496,177.77670,1.94031,-3.58069
45003,302.08820,1.99991,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.12806,12.05481,50.54475,64.56190,177.60310,1.88500,-3.01814
46002,301.68080,2.00019,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.10001,12.12806,12.10975,50.54475,64.52834,177.45730,1.94508,-2.80483
47002,300.42370,1.99997,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12073,12.10242,50.55696,64.53139,177.23150,1.93554,-1.37483
48003,299.52570,1.99936,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.12806,12.10975,50.55086,64.53444,176.83760,1.97846,-0.61934
49002,299.41230,1.99807,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.11707,12.10242,50.54475,64.52834,176.69300,1.95779,-1.41936
50001,299.62410,1.99665,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.11707,12.10608,50.55391,64.52834,176.71520,1.96034,-0.96678
51003,300.11790,1.99686,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.11707,12.10242,50.54475,64.59242,176.42590,1.97560,0.25612
52003,300.40330,1.99806,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.12806,12.10608,50.55086,64.60463,176.91100,1.98926,1.27805
53002,300.09740,1.99865,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.10975,12.11341,50.55086,64.60768,176.19120,1.93649,0.44102
54002,299.84880,1.99771,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.10001,12.12073,12.10975,50.55391,64.59547,175.22320,1.89263,-1.29634
55003,299.68550,1.99938,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.13172,12.05848,50.55696,64.56801,175.87410,1.94349,-2.08814
56001,299.37890,2.00208,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12073,12.05848,50.55391,64.56801,175.93190,1.90884,-2.27945
57002,299.59450,2.00553,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12073,12.06214,50.55696,64.56496,176.21340,1.94571,-1.59834
58003,299.80240,2.00703,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.11707,12.07679,50.55086,64.57106,177.06350,1.97687,-0.11438
59002,299.81730,2.00576,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.12806,12.06946,50.55086,64.55580,176.81760,1.90280,0.24022
60003,299.82660,2.00470,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12073,12.06946,50.55086,64.55885,176.16110,1.94571,-0.62953
61001,300.09740,2.00433,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.10608,12.05115,50.53865,64.54054,176.78750,2.01374,0.29385
62002,300.00660,2.00447,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.11707,12.06946,50.54475,64.55885,177.28820,1.88595,0.20767
63001,299.63530,2.00567,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.10242,12.05115,50.52644,64.53749,176.86540,1.93491,-0.25009
64002,299.73750,2.00679,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12073,12.06214,50.55086,64.55580,176.82980,1.93904,0.08804
65001,299.89520,2.00229,16.00000,12.20000,12.40001,12.20000,11.80000,12.00000,11.10001,12.20000,12.12073,12.06946,50.55086,64.65957,176.99780,1.93363,-0.10722
66002,299.97690,2.00118,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.12073,12.06214,50.55391,64.65957,177.41390,1.98354,0.76109
67002,300.15120,1.99677,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.12806,12.05848,50.55086,64.65957,177.46960,1.95398,1.46794
68002,299.80620,1.99342,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.05481,50.55086,64.65957,176.52380,1.93300,0.26865
69001,299.30260,1.99337,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12073,12.05848,50.55391,64.71755,175.32000,1.95557,-0.92065
70003,299.38260,1.99076,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.05481,50.55086,64.74197,175.86740,1.91901,-1.97852
71003,299.82290,1.98986,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.12806,12.05115,50.55086,64.74197,176.89880,1.94953,-1.65665
72002,299.82840,1.99153,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.05848,50.55086,64.73586,176.60730,1.96606,-0.29195
73002,299.65950,1.99321,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.05115,50.54170,64.74197,176.78090,1.92982,-0.39708
74002,300.05850,1.99339,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.12806,12.05848,50.51728,64.69924,177.13250,1.94381,-0.37187
75003,300.07330,1.99405,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12073,12.05848,50.50813,64.69924,176.52380,1.91742,-1.14595
76003,299.77270,1.99649,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.11707,12.05848,50.51423,64.70840,176.95330,1.97464,-0.70500
77005,299.68920,1.99675,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.05481,50.51423,64.70840,177.15140,1.97814,0.03600
78002,299.87480,1.99978,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.10001,12.12073,12.05848,50.51423,64.69924,176.95000,1.97115,-0.46558
79002,299.84510,2.00187,16.00000,12.20000,12.40001,12.20000,11.80000,12.00000,11.10001,12.20000,12.12073,12.05848,50.47151,64.74197,177.19810,1.97083,-0.98019
80003,299.64460,2.00361,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.11707,12.05481,50.47761,64.74197,177.11800,1.98164,-0.80353
81002,299.75420,2.00479,16.00000,12.20000,12.40001,12.20000,11.80000,12.00000,11.10001,12.10001,12.12806,12.05481,50.48066,64.74197,177.06900,1.93077,-0.11992
82004,299.97320,2.00483,16.00000,12.20000,12.40001,12.10001,11.80000,11.90001,11.10001,12.20000,12.12073,12.06214,50.48066,64.74197,176.76420,1.93427,0.24576
83001,299.83400,2.00701,16.00000,12.20000,12.40001,12.10001,11.80000,12.00000,11.10001,12.20000,12.12806,12.06214,50.47761,64.74197,176.39700,2.01247,0.86678
