Date,Time,MQ2.SV Vorne,MQ3.SV Vorne,MQ9B.SV Vorne,MQ135.SV Vorne,MP503.SV Vorne,HCOH.SV Vorne
20240306,15:25:29.824,91.0,88.0,32.0,145.0,38.0,34.0
20240306,15:25:33.488,90.0,83.0,33.0,66.0,39.0,35.0
20240306,15:25:37.176,89.0,80.0,32.0,93.0,39.0,35.0
20240306,15:25:40.862,89.0,77.0,32.0,112.0,38.0,34.0
20240306,15:25:44.545,89.0,76.0,32.0,75.0,39.0,35.0
20240306,15:25:48.216,89.0,74.0,33.0,80.0,39.0,35.0
20240306,15:25:51.881,90.0,72.0,33.0,77.0,38.0,33.0
20240306,15:25:55.557,89.0,72.0,32.0,85.0,39.0,34.0
20240306,15:25:59.250,90.0,71.0,33.0,98.0,39.0,33.0
20240306,15:26:02.912,87.0,70.0,32.0,64.0,39.0,33.0
20240306,15:26:06.599,86.0,69.0,32.0,165.0,39.0,33.0
20240306,15:26:10.283,89.0,68.0,32.0,80.0,39.0,33.0
20240306,15:26:13.949,90.0,67.0,32.0,149.0,39.0,32.0
20240306,15:26:17.627,89.0,68.0,32.0,94.0,39.0,34.0
20240306,15:26:21.299,89.0,66.0,33.0,216.0,39.0,33.0
20240306,15:26:24.991,89.0,66.0,32.0,172.0,40.0,32.0
20240306,15:26:28.675,88.0,65.0,33.0,70.0,39.0,32.0
20240306,15:26:32.367,89.0,65.0,34.0,61.0,39.0,33.0
20240306,15:26:36.043,89.0,65.0,32.0,77.0,39.0,33.0
20240306,15:26:39.693,89.0,64.0,32.0,70.0,39.0,32.0
20240306,15:26:43.389,88.0,63.0,33.0,66.0,38.0,33.0
20240306,15:26:47.074,88.0,64.0,33.0,69.0,39.0,33.0
20240306,15:26:50.739,89.0,63.0,33.0,95.0,39.0,32.0
20240306,15:26:54.418,88.0,62.0,34.0,158.0,40.0,32.0
20240306,15:26:58.107,86.0,62.0,32.0,158.0,40.0,32.0
20240306,15:27:01.773,88.0,63.0,32.0,77.0,39.0,31.0
20240306,15:27:05.440,89.0,61.0,32.0,70.0,40.0,32.0
20240306,15:27:09.122,87.0,61.0,33.0,97.0,39.0,32.0
20240306,15:27:12.816,86.0,61.0,33.0,234.0,39.0,32.0
20240306,15:27:16.496,88.0,62.0,36.0,203.0,40.0,32.0
20240306,15:27:20.152,87.0,61.0,33.0,224.0,39.0,31.0
20240306,15:27:23.855,89.0,61.0,32.0,163.0,39.0,31.0
20240306,15:27:27.513,87.0,60.0,33.0,67.0,39.0,31.0
20240306,15:27:31.215,88.0,60.0,33.0,142.0,39.0,31.0
20240306,15:27:34.896,88.0,59.0,32.0,72.0,40.0,30.0
20240306,15:27:38.568,88.0,58.0,32.0,62.0,40.0,30.0
20240306,15:27:42.233,89.0,58.0,32.0,136.0,38.0,31.0
20240306,15:27:45.918,88.0,59.0,33.0,137.0,39.0,31.0
20240306,15:27:49.594,88.0,59.0,34.0,125.0,39.0,31.0
20240306,15:27:53.263,89.0,58.0,32.0,105.0,38.0,31.0
20240306,15:27:56.951,87.0,58.0,33.0,159.0,39.0,30.0
20240306,15:28:00.626,88.0,59.0,32.0,79.0,39.0,31.0
20240306,15:28:04.304,88.0,56.0,32.0,70.0,40.0,30.0
20240306,15:28:07.976,86.0,58.0,33.0,81.0,39.0,29.0
20240306,15:28:11.669,85.0,57.0,33.0,216.0,41.0,31.0
20240306,15:28:15.331,88.0,58.0,32.0,124.0,39.0,30.0
20240306,15:28:19.022,88.0,58.0,32.0,111.0,40.0,29.0
20240306,15:28:22.707,86.0,56.0,32.0,154.0,39.0,30.0
20240306,15:28:26.382,88.0,56.0,33.0,79.0,39.0,29.0
20240306,15:28:30.057,88.0,56.0,32.0,72.0,39.0,30.0
20240306,15:28:33.726,86.0,56.0,33.0,78.0,39.0,30.0
20240306,15:28:37.410,85.0,56.0,32.0,66.0,39.0,29.0
20240306,15:28:41.083,90.0,55.0,33.0,118.0,39.0,29.0
20240306,15:28:44.770,87.0,56.0,33.0,187.0,39.0,30.0
20240306,15:28:48.456,88.0,56.0,32.0,118.0,40.0,30.0
20240306,15:28:52.128,86.0,55.0,33.0,82.0,39.0,29.0
20240306,15:28:55.810,88.0,55.0,32.0,67.0,39.0,29.0
20240306,15:28:59.490,86.0,55.0,33.0,64.0,40.0,28.0
20240306,15:29:03.169,86.0,55.0,32.0,233.0,39.0,29.0
20240306,15:29:06.847,88.0,56.0,32.0,227.0,39.0,30.0
20240306,15:29:10.531,87.0,54.0,32.0,224.0,39.0,29.0
20240306,15:29:14.208,86.0,55.0,32.0,68.0,38.0,30.0
20240306,15:29:17.878,85.0,54.0,33.0,248.0,39.0,28.0
20240306,15:29:21.543,88.0,55.0,32.0,238.0,39.0,29.0
20240306,15:29:25.225,88.0,53.0,32.0,233.0,39.0,29.0
20240306,15:29:28.907,87.0,54.0,32.0,258.0,39.0,29.0
20240306,15:29:32.603,88.0,54.0,33.0,169.0,39.0,29.0
20240306,15:29:36.265,88.0,54.0,32.0,307.0,40.0,28.0
20240306,15:29:39.960,87.0,56.0,33.0,331.0,40.0,30.0
20240306,15:29:43.636,88.0,54.0,33.0,463.0,39.0,29.0
20240306,15:29:47.306,88.0,55.0,32.0,123.0,40.0,29.0
20240306,15:29:50.979,88.0,54.0,34.0,143.0,39.0,29.0
20240306,15:29:54.678,88.0,53.0,34.0,91.0,40.0,28.0
20240306,15:29:58.344,88.0,54.0,34.0,77.0,40.0,29.0
20240306,15:30:02.036,88.0,53.0,34.0,69.0,40.0,28.0
20240306,15:30:05.699,88.0,53.0,34.0,77.0,40.0,29.0
20240306,15:30:09.385,88.0,52.0,33.0,67.0,40.0,29.0
20240306,15:30:13.061,87.0,53.0,34.0,251.0,40.0,29.0
20240306,15:30:16.741,88.0,54.0,32.0,260.0,40.0,29.0
20240306,15:30:20.414,88.0,54.0,33.0,259.0,40.0,29.0
20240306,15:30:24.083,95.0,53.0,34.0,271.0,40.0,34.0
20240306,15:30:27.779,100.0,54.0,33.0,246.0,40.0,43.0
20240306,15:30:31.469,108.0,54.0,34.0,111.0,40.0,46.0
20240306,15:30:35.133,108.0,54.0,33.0,159.0,40.0,55.0
20240306,15:30:38.825,109.0,55.0,33.0,119.0,40.0,53.0
20240306,15:30:42.503,112.0,54.0,33.0,155.0,40.0,62.0
20240306,15:30:46.186,111.0,55.0,32.0,78.0,39.0,74.0
20240306,15:30:49.856,110.0,54.0,35.0,138.0,41.0,59.0
20240306,15:30:53.545,113.0,54.0,33.0,208.0,40.0,55.0
20240306,15:30:57.212,111.0,54.0,34.0,123.0,39.0,64.0
20240306,15:31:00.883,115.0,54.0,33.0,127.0,40.0,60.0
20240306,15:31:04.581,117.0,54.0,34.0,70.0,40.0,56.0
20240306,15:31:08.263,116.0,55.0,34.0,64.0,40.0,63.0
20240306,15:31:11.932,112.0,54.0,34.0,286.0,40.0,58.0
20240306,15:31:15.626,117.0,54.0,33.0,261.0,41.0,55.0
20240306,15:31:19.293,115.0,55.0,33.0,252.0,40.0,53.0
20240306,15:31:22.978,112.0,55.0,35.0,261.0,40.0,55.0
20240306,15:31:26.668,114.0,55.0,35.0,247.0,39.0,55.0
20240306,15:31:30.331,116.0,55.0,35.0,246.0,41.0,49.0
20240306,15:31:34.025,114.0,58.0,34.0,249.0,41.0,49.0
20240306,15:31:37.710,117.0,57.0,34.0,76.0,40.0,51.0
20240306,15:31:41.373,115.0,57.0,33.0,73.0,40.0,51.0
20240306,15:31:45.065,117.0,56.0,35.0,67.0,41.0,47.0
20240306,15:31:48.734,125.0,56.0,35.0,67.0,41.0,65.0
20240306,15:31:52.402,125.0,55.0,34.0,149.0,41.0,73.0
20240306,15:31:56.103,123.0,59.0,34.0,66.0,41.0,97.0
20240306,15:31:59.773,128.0,57.0,34.0,131.0,41.0,80.0
20240306,15:32:03.456,135.0,58.0,33.0,81.0,40.0,67.0
20240306,15:32:07.140,130.0,59.0,34.0,83.0,40.0,80.0
20240306,15:32:10.805,124.0,69.0,34.0,128.0,41.0,92.0
20240306,15:32:14.479,129.0,66.0,35.0,162.0,42.0,76.0
20240306,15:32:18.177,131.0,64.0,35.0,299.0,41.0,75.0
20240306,15:32:21.863,136.0,62.0,34.0,280.0,41.0,73.0
20240306,15:32:25.551,131.0,62.0,34.0,237.0,41.0,71.0
20240306,15:32:29.206,133.0,62.0,35.0,126.0,40.0,72.0
20240306,15:32:32.894,130.0,61.0,34.0,66.0,41.0,97.0
20240306,15:32:36.569,132.0,61.0,35.0,80.0,41.0,91.0
20240306,15:32:40.267,125.0,59.0,34.0,86.0,40.0,133.0
20240306,15:32:43.936,130.0,60.0,35.0,96.0,41.0,121.0
20240306,15:32:47.601,125.0,60.0,35.0,113.0,41.0,90.0
20240306,15:32:51.292,127.0,59.0,35.0,132.0,41.0,80.0
20240306,15:32:54.968,126.0,62.0,34.0,165.0,41.0,90.0
20240306,15:32:58.644,133.0,60.0,35.0,301.0,41.0,76.0
20240306,15:33:02.328,138.0,61.0,34.0,279.0,41.0,76.0
20240306,15:33:06.025,130.0,59.0,35.0,315.0,41.0,97.0
20240306,15:33:09.709,132.0,61.0,35.0,97.0,40.0,169.0
20240306,15:33:13.372,131.0,62.0,36.0,177.0,41.0,202.0
20240306,15:33:17.066,142.0,61.0,35.0,320.0,41.0,146.0
20240306,15:33:20.739,135.0,60.0,34.0,303.0,42.0,101.0
20240306,15:33:24.420,138.0,60.0,35.0,170.0,41.0,80.0
20240306,15:33:28.091,133.0,59.0,34.0,70.0,41.0,74.0
20240306,15:33:31.791,135.0,61.0,34.0,71.0,40.0,71.0
20240306,15:33:35.462,130.0,63.0,34.0,72.0,40.0,76.0
20240306,15:33:39.132,124.0,61.0,35.0,183.0,41.0,75.0
20240306,15:33:42.831,133.0,59.0,34.0,241.0,41.0,69.0
20240306,15:33:46.503,135.0,60.0,33.0,315.0,40.0,66.0
20240306,15:33:50.186,128.0,59.0,35.0,271.0,41.0,77.0
20240306,15:33:53.868,131.0,57.0,35.0,221.0,41.0,72.0
20240306,15:33:57.543,130.0,59.0,33.0,84.0,40.0,90.0
20240306,15:34:01.225,131.0,59.0,35.0,106.0,41.0,93.0
20240306,15:34:04.908,133.0,63.0,34.0,66.0,41.0,115.0
20240306,15:34:08.577,134.0,62.0,34.0,63.0,41.0,88.0
20240306,15:34:12.252,136.0,63.0,35.0,105.0,41.0,126.0
20240306,15:34:15.929,136.0,62.0,35.0,98.0,41.0,127.0
20240306,15:34:19.621,135.0,62.0,35.0,82.0,41.0,98.0
20240306,15:34:23.291,140.0,62.0,34.0,80.0,40.0,79.0
20240306,15:34:26.982,134.0,62.0,34.0,76.0,41.0,70.0
20240306,15:34:30.661,139.0,60.0,34.0,71.0,42.0,74.0
20240306,15:34:34.332,138.0,60.0,34.0,64.0,41.0,71.0
20240306,15:34:37.996,137.0,59.0,35.0,226.0,41.0,88.0
20240306,15:34:41.701,135.0,58.0,34.0,64.0,41.0,74.0
20240306,15:34:45.380,135.0,59.0,34.0,134.0,40.0,67.0
20240306,15:34:49.048,134.0,60.0,34.0,72.0,41.0,85.0
20240306,15:34:52.725,132.0,61.0,35.0,109.0,41.0,116.0
20240306,15:34:56.415,131.0,60.0,35.0,62.0,40.0,101.0
20240306,15:35:00.084,130.0,60.0,33.0,62.0,41.0,93.0
20240306,15:35:03.771,129.0,58.0,34.0,120.0,41.0,81.0
20240306,15:35:07.435,130.0,59.0,34.0,121.0,39.0,92.0
20240306,15:35:11.133,125.0,57.0,34.0,144.0,41.0,76.0
20240306,15:35:14.794,128.0,57.0,34.0,75.0,41.0,70.0
20240306,15:35:18.481,130.0,57.0,34.0,121.0,41.0,66.0
20240306,15:35:22.160,131.0,56.0,34.0,106.0,41.0,75.0
20240306,15:35:25.837,131.0,57.0,35.0,88.0,41.0,86.0
20240306,15:35:29.536,141.0,64.0,34.0,80.0,40.0,132.0
20240306,15:35:33.214,139.0,63.0,35.0,70.0,41.0,109.0
20240306,15:35:36.874,138.0,62.0,35.0,67.0,40.0,84.0
20240306,15:35:40.566,136.0,61.0,34.0,99.0,41.0,71.0
20240306,15:35:44.238,135.0,60.0,34.0,206.0,40.0,64.0
20240306,15:35:47.917,139.0,59.0,34.0,71.0,40.0,63.0
20240306,15:35:51.596,138.0,58.0,34.0,176.0,41.0,58.0
20240306,15:35:55.273,135.0,59.0,35.0,150.0,41.0,80.0
20240306,15:35:58.961,139.0,59.0,34.0,142.0,41.0,87.0
20240306,15:36:02.640,130.0,59.0,35.0,149.0,40.0,72.0
20240306,15:36:06.314,137.0,58.0,34.0,183.0,41.0,69.0
20240306,15:36:10.014,138.0,58.0,33.0,219.0,41.0,88.0
20240306,15:36:13.675,137.0,58.0,34.0,226.0,41.0,74.0
20240306,15:36:17.357,140.0,57.0,34.0,224.0,42.0,74.0
20240306,15:36:21.053,130.0,59.0,34.0,65.0,41.0,70.0
20240306,15:36:24.714,127.0,58.0,33.0,200.0,40.0,64.0
20240306,15:36:28.400,130.0,57.0,34.0,212.0,41.0,63.0
20240306,15:36:32.090,137.0,58.0,34.0,202.0,41.0,70.0
20240306,15:36:35.772,131.0,57.0,34.0,208.0,40.0,63.0
20240306,15:36:39.454,133.0,57.0,34.0,225.0,41.0,82.0
20240306,15:36:43.127,136.0,58.0,34.0,234.0,41.0,74.0
20240306,15:36:46.813,134.0,58.0,34.0,110.0,41.0,84.0
20240306,15:36:50.492,131.0,57.0,34.0,233.0,41.0,82.0
20240306,15:36:54.182,130.0,59.0,33.0,91.0,40.0,90.0
20240306,15:36:57.866,133.0,57.0,34.0,244.0,41.0,86.0
20240306,15:37:01.527,137.0,57.0,33.0,254.0,41.0,81.0
20240306,15:37:05.227,136.0,57.0,34.0,252.0,41.0,85.0
20240306,15:37:08.882,135.0,56.0,35.0,240.0,40.0,80.0
20240306,15:37:12.582,130.0,56.0,35.0,183.0,40.0,69.0
20240306,15:37:16.268,131.0,56.0,35.0,64.0,41.0,62.0
20240306,15:37:19.941,135.0,59.0,35.0,75.0,41.0,65.0
20240306,15:37:23.615,125.0,60.0,35.0,73.0,40.0,70.0
20240306,15:37:27.307,134.0,61.0,35.0,117.0,40.0,104.0
20240306,15:37:30.985,133.0,60.0,34.0,142.0,41.0,100.0
20240306,15:37:34.650,134.0,62.0,35.0,267.0,41.0,79.0
20240306,15:37:38.337,139.0,62.0,35.0,306.0,41.0,72.0
20240306,15:37:42.011,133.0,61.0,34.0,297.0,40.0,79.0
20240306,15:37:45.706,129.0,59.0,34.0,275.0,41.0,72.0
20240306,15:37:49.383,138.0,58.0,33.0,291.0,40.0,67.0
20240306,15:37:53.067,131.0,59.0,35.0,135.0,41.0,64.0
20240306,15:37:56.761,133.0,57.0,34.0,224.0,41.0,63.0
20240306,15:38:00.444,128.0,57.0,34.0,69.0,42.0,60.0
20240306,15:38:04.123,134.0,57.0,34.0,87.0,41.0,63.0
20240306,15:38:07.786,134.0,57.0,34.0,230.0,40.0,70.0
20240306,15:38:11.465,134.0,58.0,34.0,242.0,40.0,88.0
20240306,15:38:15.146,132.0,58.0,34.0,250.0,42.0,87.0
20240306,15:38:18.823,130.0,58.0,34.0,261.0,41.0,72.0
20240306,15:38:22.520,132.0,67.0,34.0,261.0,40.0,81.0
20240306,15:38:26.203,131.0,68.0,35.0,102.0,40.0,162.0
20240306,15:38:29.880,129.0,66.0,34.0,144.0,41.0,169.0
20240306,15:38:33.566,129.0,65.0,34.0,110.0,40.0,163.0
20240306,15:38:37.235,129.0,63.0,35.0,156.0,40.0,141.0
20240306,15:38:40.927,127.0,63.0,34.0,174.0,41.0,127.0
20240306,15:38:44.605,133.0,62.0,33.0,180.0,41.0,104.0
20240306,15:38:48.275,134.0,60.0,34.0,210.0,41.0,99.0
20240306,15:38:51.975,131.0,60.0,34.0,240.0,40.0,93.0
20240306,15:38:55.651,133.0,58.0,35.0,258.0,40.0,82.0
20240306,15:38:59.331,137.0,60.0,34.0,206.0,40.0,74.0
20240306,15:39:02.998,132.0,58.0,35.0,230.0,40.0,70.0
20240306,15:39:06.687,131.0,59.0,33.0,242.0,40.0,79.0
20240306,15:39:10.372,132.0,60.0,34.0,257.0,41.0,99.0
20240306,15:39:14.047,140.0,59.0,35.0,273.0,40.0,109.0
20240306,15:39:17.742,140.0,58.0,34.0,257.0,40.0,86.0
20240306,15:39:21.419,135.0,57.0,35.0,277.0,41.0,72.0
20240306,15:39:25.096,141.0,57.0,35.0,280.0,40.0,67.0
20240306,15:39:28.785,135.0,56.0,34.0,286.0,40.0,76.0
20240306,15:39:32.459,137.0,58.0,33.0,242.0,40.0,67.0
20240306,15:39:36.134,127.0,58.0,34.0,262.0,40.0,110.0
20240306,15:39:39.811,134.0,58.0,34.0,259.0,40.0,123.0
20240306,15:39:43.497,133.0,57.0,34.0,269.0,41.0,103.0
20240306,15:39:47.191,130.0,58.0,36.0,230.0,40.0,135.0
20240306,15:39:50.872,133.0,58.0,35.0,255.0,41.0,173.0
20240306,15:39:54.542,128.0,57.0,34.0,237.0,41.0,118.0
20240306,15:39:58.221,128.0,58.0,35.0,212.0,40.0,115.0
20240306,15:40:01.911,132.0,57.0,35.0,94.0,41.0,98.0
20240306,15:40:05.604,132.0,58.0,34.0,68.0,41.0,80.0
20240306,15:40:09.278,137.0,58.0,34.0,92.0,41.0,83.0
20240306,15:40:12.947,126.0,65.0,34.0,215.0,40.0,118.0
20240306,15:40:16.648,132.0,63.0,35.0,101.0,42.0,92.0
20240306,15:40:20.319,136.0,62.0,34.0,153.0,41.0,79.0
20240306,15:40:23.997,139.0,59.0,34.0,130.0,41.0,67.0
20240306,15:40:27.674,139.0,59.0,35.0,168.0,40.0,62.0
20240306,15:40:31.349,128.0,59.0,35.0,119.0,41.0,78.0
20240306,15:40:35.025,133.0,58.0,35.0,153.0,40.0,97.0
20240306,15:40:38.712,132.0,58.0,34.0,75.0,40.0,77.0
20240306,15:40:42.401,130.0,58.0,35.0,52.0,40.0,81.0
20240306,15:40:46.067,131.0,57.0,34.0,242.0,41.0,93.0
20240306,15:40:49.750,127.0,59.0,34.0,248.0,40.0,131.0
20240306,15:40:53.435,132.0,59.0,35.0,65.0,40.0,135.0
20240306,15:40:57.116,130.0,58.0,34.0,266.0,41.0,110.0
20240306,15:41:00.806,131.0,57.0,35.0,241.0,40.0,86.0
20240306,15:41:04.469,137.0,58.0,34.0,219.0,40.0,73.0
20240306,15:41:08.145,133.0,58.0,35.0,260.0,40.0,69.0
20240306,15:41:11.829,133.0,59.0,35.0,64.0,41.0,78.0
20240306,15:41:15.516,131.0,59.0,35.0,222.0,40.0,75.0
20240306,15:41:19.197,128.0,59.0,34.0,197.0,42.0,65.0
20240306,15:41:22.868,120.0,57.0,34.0,129.0,40.0,60.0
20240306,15:41:26.561,113.0,58.0,35.0,163.0,40.0,54.0
20240306,15:41:30.225,109.0,57.0,34.0,143.0,41.0,50.0
20240306,15:41:33.919,105.0,56.0,35.0,77.0,41.0,48.0
20240306,15:41:37.585,103.0,56.0,34.0,160.0,41.0,46.0
20240306,15:41:41.269,102.0,55.0,33.0,99.0,40.0,45.0
20240306,15:41:44.958,101.0,55.0,34.0,69.0,41.0,45.0
20240306,15:41:48.635,99.0,55.0,34.0,111.0,41.0,43.0
20240306,15:41:52.323,99.0,55.0,34.0,298.0,41.0,42.0
20240306,15:41:56.004,98.0,55.0,34.0,133.0,41.0,41.0
20240306,15:41:59.670,96.0,54.0,33.0,117.0,40.0,41.0
20240306,15:42:03.347,97.0,54.0,35.0,115.0,41.0,41.0
20240306,15:42:07.028,94.0,54.0,34.0,109.0,41.0,39.0
20240306,15:42:10.707,95.0,53.0,34.0,221.0,41.0,38.0
20240306,15:42:14.397,95.0,55.0,33.0,242.0,41.0,38.0
20240306,15:42:18.089,95.0,54.0,34.0,302.0,40.0,38.0
20240306,15:42:21.762,94.0,54.0,35.0,293.0,40.0,37.0
20240306,15:42:25.440,96.0,54.0,34.0,279.0,40.0,36.0
20240306,15:42:29.129,93.0,53.0,33.0,257.0,41.0,37.0
20240306,15:42:32.806,95.0,52.0,34.0,251.0,41.0,36.0
20240306,15:42:36.469,94.0,53.0,35.0,239.0,42.0,35.0
20240306,15:42:40.144,93.0,53.0,34.0,234.0,40.0,36.0
20240306,15:42:43.833,92.0,53.0,35.0,62.0,40.0,35.0
20240306,15:42:47.514,93.0,53.0,34.0,105.0,40.0,36.0
20240306,15:42:51.191,92.0,52.0,34.0,145.0,42.0,35.0
20240306,15:42:54.870,92.0,53.0,34.0,102.0,41.0,35.0
20240306,15:42:58.550,92.0,53.0,34.0,71.0,41.0,35.0
20240306,15:43:02.225,92.0,52.0,35.0,237.0,42.0,34.0
20240306,15:43:05.912,91.0,52.0,34.0,232.0,41.0,34.0
20240306,15:43:09.592,92.0,51.0,34.0,233.0,40.0,34.0
20240306,15:43:13.267,92.0,53.0,34.0,245.0,41.0,33.0
20240306,15:43:16.940,91.0,52.0,34.0,113.0,41.0,34.0
20240306,15:43:20.628,92.0,53.0,33.0,228.0,40.0,34.0
20240306,15:43:24.303,91.0,52.0,34.0,239.0,40.0,34.0
20240306,15:43:27.989,92.0,51.0,34.0,236.0,41.0,35.0
20240306,15:43:31.666,91.0,52.0,35.0,233.0,41.0,33.0
20240306,15:43:35.352,89.0,51.0,34.0,211.0,40.0,32.0
20240306,15:43:39.023,91.0,52.0,34.0,167.0,40.0,33.0
20240306,15:43:42.713,90.0,52.0,35.0,69.0,41.0,32.0
20240306,15:43:46.388,90.0,51.0,33.0,69.0,42.0,33.0
20240306,15:43:50.059,89.0,51.0,34.0,65.0,40.0,32.0
20240306,15:43:53.743,92.0,51.0,34.0,210.0,41.0,33.0
20240306,15:43:57.411,90.0,51.0,34.0,222.0,40.0,32.0
20240306,15:44:01.091,90.0,51.0,35.0,227.0,42.0,32.0
20240306,15:44:04.784,90.0,51.0,34.0,235.0,42.0,33.0
20240306,15:44:08.448,90.0,51.0,33.0,237.0,41.0,32.0
20240306,15:44:12.143,89.0,51.0,34.0,238.0,40.0,32.0
20240306,15:44:15.814,88.0,50.0,34.0,57.0,42.0,30.0
20240306,15:44:19.486,88.0,51.0,34.0,227.0,41.0,31.0
20240306,15:44:23.177,90.0,52.0,32.0,221.0,42.0,30.0
20240306,15:44:26.859,87.0,50.0,34.0,238.0,42.0,31.0
20240306,15:44:30.526,89.0,51.0,34.0,239.0,41.0,31.0
20240306,15:44:34.218,89.0,50.0,34.0,235.0,42.0,31.0
20240306,15:44:37.901,89.0,51.0,34.0,240.0,41.0,30.0
20240306,15:44:41.573,89.0,50.0,35.0,241.0,41.0,31.0
20240306,15:44:45.254,89.0,51.0,34.0,246.0,41.0,31.0
20240306,15:44:48.943,87.0,51.0,34.0,126.0,40.0,33.0
20240306,15:44:52.634,88.0,50.0,34.0,136.0,40.0,30.0
20240306,15:44:56.278,89.0,50.0,33.0,105.0,41.0,29.0
20240306,15:44:59.973,88.0,50.0,33.0,72.0,40.0,30.0
20240306,15:45:03.647,88.0,50.0,34.0,116.0,43.0,30.0
20240306,15:45:07.325,89.0,49.0,34.0,90.0,40.0,30.0
20240306,15:45:11.012,89.0,49.0,33.0,171.0,41.0,30.0
20240306,15:45:14.677,89.0,50.0,35.0,73.0,40.0,30.0
20240306,15:45:18.355,89.0,50.0,33.0,59.0,41.0,31.0
20240306,15:45:22.041,89.0,49.0,33.0,67.0,42.0,30.0
20240306,15:45:25.722,89.0,50.0,33.0,99.0,41.0,30.0
20240306,15:45:29.402,89.0,48.0,35.0,204.0,41.0,31.0
20240306,15:45:33.098,88.0,49.0,34.0,134.0,40.0,31.0
20240306,15:45:36.750,89.0,49.0,34.0,147.0,41.0,29.0
20240306,15:45:40.429,88.0,49.0,35.0,78.0,40.0,30.0
20240306,15:45:44.102,88.0,49.0,34.0,127.0,41.0,30.0
20240306,15:45:47.780,89.0,49.0,34.0,74.0,41.0,30.0
20240306,15:45:51.477,88.0,50.0,33.0,69.0,41.0,30.0
20240306,15:45:55.137,89.0,48.0,34.0,62.0,41.0,31.0
20240306,15:45:58.811,88.0,49.0,33.0,131.0,41.0,28.0
20240306,15:46:02.496,86.0,49.0,34.0,61.0,41.0,30.0
20240306,15:46:06.164,89.0,48.0,35.0,270.0,41.0,29.0
20240306,15:46:09.858,88.0,49.0,35.0,248.0,42.0,29.0
20240306,15:46:13.522,87.0,49.0,34.0,258.0,41.0,29.0
20240306,15:46:17.218,89.0,49.0,35.0,250.0,41.0,29.0
20240306,15:46:20.885,87.0,48.0,34.0,88.0,41.0,29.0
20240306,15:46:24.565,87.0,49.0,34.0,241.0,42.0,28.0
20240306,15:46:28.236,89.0,49.0,35.0,239.0,41.0,29.0
20240306,15:46:31.931,88.0,48.0,33.0,227.0,40.0,29.0
20240306,15:46:35.606,86.0,48.0,34.0,241.0,41.0,29.0
20240306,15:46:39.289,89.0,48.0,34.0,245.0,41.0,29.0
20240306,15:46:42.969,89.0,48.0,33.0,245.0,40.0,29.0
20240306,15:46:46.663,88.0,48.0,35.0,62.0,40.0,30.0
20240306,15:46:50.314,86.0,48.0,34.0,241.0,41.0,29.0
20240306,15:46:54.004,88.0,49.0,35.0,61.0,41.0,28.0
20240306,15:46:57.700,89.0,49.0,33.0,122.0,41.0,30.0
20240306,15:47:01.366,88.0,49.0,33.0,147.0,41.0,28.0
20240306,15:47:05.051,86.0,48.0,34.0,198.0,41.0,29.0
20240306,15:47:08.725,89.0,48.0,34.0,151.0,41.0,29.0
20240306,15:47:12.414,89.0,48.0,33.0,127.0,41.0,29.0
20240306,15:47:16.083,88.0,47.0,34.0,196.0,40.0,28.0
20240306,15:47:19.769,88.0,48.0,34.0,77.0,41.0,28.0
20240306,15:47:23.439,88.0,48.0,34.0,64.0,42.0,29.0
20240306,15:47:27.107,87.0,48.0,34.0,197.0,40.0,28.0
20240306,15:47:30.800,88.0,48.0,35.0,80.0,41.0,28.0
20240306,15:47:34.463,86.0,48.0,34.0,234.0,41.0,29.0
20240306,15:47:38.151,88.0,49.0,33.0,227.0,40.0,29.0
20240306,15:47:41.825,88.0,48.0,34.0,192.0,41.0,29.0
20240306,15:47:45.516,89.0,48.0,34.0,65.0,40.0,28.0
20240306,15:47:49.181,88.0,48.0,35.0,224.0,41.0,28.0
20240306,15:47:52.880,89.0,47.0,34.0,5.0,41.0,29.0
20240306,15:47:56.546,89.0,47.0,34.0,297.0,41.0,28.0
20240306,15:48:00.221,90.0,49.0,37.0,332.0,43.0,30.0
20240306,15:48:03.897,89.0,50.0,38.0,331.0,42.0,30.0
20240306,15:48:07.599,89.0,51.0,36.0,398.0,42.0,29.0
20240306,15:48:11.261,88.0,51.0,35.0,412.0,42.0,30.0
20240306,15:48:14.957,88.0,53.0,36.0,140.0,43.0,28.0
20240306,15:48:18.637,88.0,52.0,35.0,36.0,42.0,28.0
20240306,15:48:22.321,88.0,54.0,37.0,164.0,42.0,30.0
20240306,15:48:25.994,89.0,53.0,35.0,275.0,42.0,28.0
20240306,15:48:29.676,88.0,55.0,38.0,130.0,44.0,30.0
20240306,15:48:33.346,87.0,54.0,36.0,298.0,42.0,30.0
20240306,15:48:37.020,89.0,54.0,36.0,247.0,42.0,30.0
20240306,15:48:40.705,88.0,55.0,37.0,282.0,43.0,29.0
20240306,15:48:44.394,89.0,55.0,37.0,269.0,44.0,30.0
20240306,15:48:48.057,87.0,55.0,36.0,301.0,44.0,29.0
20240306,15:48:51.754,88.0,55.0,36.0,257.0,42.0,30.0
20240306,15:48:55.437,90.0,55.0,37.0,369.0,45.0,29.0
20240306,15:48:59.116,88.0,55.0,37.0,364.0,44.0,30.0
20240306,15:49:02.790,88.0,54.0,36.0,309.0,43.0,29.0
20240306,15:49:06.471,88.0,55.0,36.0,294.0,43.0,29.0
