Time [ms],Volumeflow_Air [m^3/h],Volumeflow_Water [m^3/h],T_Water_In [°C],T_1_Back [°C],T_1_bottom [°C],T_1_Front [°C],T_2_Top [°C],T_2_Back [°C],T_2_Bottom [°C],T_2_Front [°C],T_1_Top_Combi [°C],T_2_Top_Combi [°C],rel_Humid_1 [%],rel_Humid_2 [%],dp_HEPA [Pa],dp_Rainwasher [Pa],dp_RainwasherToOut [Pa]
1004,300.06220,0.00241,16.80000,12.20000,12.40001,12.10001,12.00000,12.20000,11.20000,12.40001,12.16468,12.32948,51.81128,51.37181,178.82590,1.59639,1.80608
2004,300.10120,0.00262,16.80000,12.20000,12.40001,12.10001,12.00000,12.10001,11.20000,12.40001,12.16101,12.32948,51.80823,51.37181,177.98920,1.57064,2.02173
3004,299.75790,0.00259,16.80000,12.20000,12.40001,12.10001,12.00000,12.10001,11.20000,12.30000,12.16101,12.32215,51.81128,51.36876,177.55520,1.64725,2.32375
4003,299.83400,0.00261,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.20000,12.40001,12.16101,12.31849,51.81128,51.37791,178.37520,1.59734,2.65706
5004,299.85440,0.00265,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.20000,12.40001,12.09143,12.32215,51.80823,51.37486,178.87370,1.60593,2.77150
6007,299.61110,0.00253,16.80000,12.20000,12.40001,12.10001,12.10001,12.10001,11.20000,12.40001,12.11341,12.32215,51.80518,51.40538,178.88590,1.61578,2.73949
7004,299.51640,0.00257,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.20000,12.40001,12.08411,12.31483,51.80212,51.40538,177.84450,1.63549,2.27350
8006,299.58700,0.00254,16.80000,12.20000,12.40001,12.20000,12.10001,12.10001,11.20000,12.30000,12.10975,12.32948,51.81128,51.41148,177.29820,1.62532,2.31249
9004,299.77640,0.00255,16.80000,12.20000,12.40001,12.20000,12.10001,12.20000,11.20000,12.40001,12.11341,12.32948,51.84485,51.39927,177.96020,1.62246,2.40511
10010,299.85260,0.00253,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.20000,12.30000,12.11341,12.33314,51.84485,51.41148,178.60890,1.61578,2.62219
11008,299.79690,0.00254,16.80000,12.20000,12.40001,12.20000,12.10001,12.20000,11.20000,12.40001,12.10608,12.31483,51.82959,51.39317,178.70010,1.60942,2.55711
12004,299.68730,0.00251,16.80000,12.20000,12.40001,12.10001,12.00000,12.20000,11.20000,12.40001,12.10608,12.32215,51.84180,51.41148,177.73210,1.60211,1.98705
13002,299.63160,0.00258,16.80000,12.20000,12.40001,12.20000,12.10001,12.20000,11.20000,12.40001,12.12073,12.32215,51.84180,51.41453,177.58640,1.58336,1.48673
14004,299.83400,0.00266,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.20000,12.40001,12.11341,12.32948,51.87842,51.41148,178.02920,1.63040,1.83380
15008,299.96580,0.00266,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.20000,12.40001,12.10608,12.33314,51.87842,51.41758,178.93930,1.66410,2.47914
16005,299.94530,0.00261,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.20000,12.40001,12.11341,12.32948,51.89062,51.41758,178.92380,1.64566,2.75845
