Time [ms],Volumeflow_Air [m^3/h],Volumeflow_Water [m^3/h],T_Water_In [°C],T_1_Back [°C],T_1_bottom [°C],T_1_Front [°C],T_2_Top [°C],T_2_Back [°C],T_2_Bottom [°C],T_2_Front [°C],T_1_Top_Combi [°C],T_2_Top_Combi [°C],rel_Humid_1 [%],rel_Humid_2 [%],dp_HEPA [Pa],dp_Rainwasher [Pa],dp_RainwasherToOut [Pa]
1003,300.24580,2.99935,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.95593,11.57140,50.92014,71.19053,175.25430,2.23118,-2.20239
1997,299.97320,3.00183,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.95959,11.58604,50.92014,71.19358,175.02510,2.27664,-1.89053
3003,299.80060,3.00386,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.95227,11.58238,50.92014,71.04404,175.11530,2.24802,-1.41704
4001,299.71330,3.00855,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.96325,11.57872,50.92319,71.04099,175.19650,2.26805,-2.09581
4997,299.80800,3.00725,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.91565,11.58238,50.87741,71.04099,176.07880,2.27346,-3.00098
5998,299.92860,3.00162,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.91198,11.57872,50.87741,71.03793,177.11690,2.23594,-2.83395
6997,299.99360,3.00371,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.58238,50.87741,71.04709,177.43400,2.30079,-1.52040
7998,300.14570,3.00419,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.90466,11.58238,50.88351,70.96774,176.70970,2.27441,-1.45851
8997,300.10120,3.00154,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.89734,11.57872,50.91098,70.97079,176.28350,2.26837,-1.32710
10000,299.81540,3.00248,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91198,11.58238,50.91708,70.96774,176.12220,2.26614,-1.81686
11005,299.72260,3.00074,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.91931,11.58238,50.92014,70.97079,175.53030,2.25375,-2.23386
11995,299.73000,3.00104,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.91198,11.58604,50.91403,71.12033,175.77510,2.29952,-1.53560
12997,299.66690,3.00016,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91198,11.58238,50.91098,71.11728,176.26460,2.26455,-1.67096
13996,299.75050,2.99933,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.95227,11.57872,50.91403,71.11118,176.71190,2.27536,-2.41374
14996,299.73930,3.00004,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.95593,11.57872,50.91708,71.11423,177.25150,2.26646,-2.21079
16007,300.01030,3.00049,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.94860,11.57872,50.91403,71.11423,177.05240,2.32050,-1.24091
17001,299.87300,2.99878,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.95593,11.58238,50.91403,71.19358,176.93110,2.27854,-1.77521
18003,299.45880,2.99588,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91931,11.58238,50.91708,71.18748,176.45490,2.28299,-2.71004
18998,299.70400,2.99356,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.90466,11.58238,50.91708,71.19053,176.25680,2.24644,-2.41374
20002,299.59450,2.99649,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.90466,11.58238,50.92014,71.19053,176.69630,2.27854,-3.20554
20997,299.65760,2.99979,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.92297,11.58238,50.91708,71.19053,175.97980,2.32305,-3.28171
21997,299.84510,3.00164,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91931,11.58604,50.91708,71.15695,175.54810,2.28808,-2.66373
23000,299.74670,2.99913,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.90466,11.58238,50.95065,71.15695,176.79640,2.36247,-1.91057
23999,300.06220,2.99706,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.56773,50.94455,71.14780,177.06570,2.31415,-0.49562
24997,300.25130,2.99647,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.90466,11.57140,50.95065,71.15695,176.85540,2.34562,-0.81909
25998,300.25500,2.99271,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.57872,50.95370,71.11728,177.25820,2.27441,-1.69705
26997,299.93980,2.99150,16.00000,12.00000,12.20000,11.90001,11.30000,11.30000,10.50000,11.70000,11.90466,11.53844,50.99338,71.08066,176.76190,2.29476,-2.32738
27996,299.68920,2.99517,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.90466,11.54210,50.99338,71.08676,176.06100,2.27409,-2.71094
28996,299.55540,2.99698,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91931,11.54210,50.99338,71.07761,176.08210,2.24707,-2.93732
30001,299.64090,3.00042,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91931,11.53844,50.99338,71.08066,176.64510,2.25025,-2.95949
30999,299.98620,3.00270,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.91931,11.58238,50.98422,70.88840,176.40810,2.31923,-2.27982
32002,299.72450,3.00196,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.86438,11.57140,51.02390,70.88840,176.27130,2.31160,-2.03287
33001,299.73560,3.00070,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.86438,11.57872,51.02695,70.89145,176.46380,2.26837,-2.01643
33999,299.99730,3.00003,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.86071,11.57872,51.02695,70.88840,176.70410,2.28808,-1.54901
34998,299.96950,2.99685,16.00000,12.00000,12.20000,12.00000,11.30000,11.40001,10.50000,11.70000,11.86071,11.57140,51.02390,70.88535,176.64740,2.30270,-1.54633
35997,300.06960,2.99494,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.86438,11.58238,51.02390,70.88840,176.10550,2.28776,-1.45619
37001,299.77090,2.99775,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.90100,11.57872,51.02390,70.88840,175.49130,2.32909,-1.55562
37999,299.49040,3.00555,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.92297,11.58238,51.02390,70.89450,175.53580,2.23404,-2.78426
38997,299.58510,3.01046,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.90466,11.58238,51.02085,70.89145,176.27240,2.28268,-2.61061
39998,299.90450,3.00996,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.90466,11.58604,51.02695,70.88840,176.33250,2.30938,-1.60695
40996,299.75600,3.00450,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.56407,51.05136,70.86398,175.65600,2.29348,-2.11995
42000,299.31570,3.00311,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.90100,11.58238,51.06662,70.89145,175.31440,2.28522,-2.72060
43000,299.52380,3.00219,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.91565,11.58238,51.06357,70.89145,176.23900,2.26297,-1.92738
43999,299.84700,3.00287,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.90466,11.57872,51.06662,70.89145,176.78090,2.29730,-1.92488
44998,299.82100,3.00577,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91198,11.57872,51.06052,70.87619,176.42480,2.31574,-2.27856
46004,299.68550,3.00806,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.57872,51.09714,70.88535,176.03100,2.29348,-2.96324
47000,299.81540,3.01070,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91931,11.57872,51.09714,70.88535,176.29460,2.18953,-3.82799
47998,300.03810,3.00895,16.00000,12.00000,12.20000,11.90001,11.30000,11.30000,10.50000,11.70000,11.91198,11.58604,51.10324,70.88840,176.43260,2.24993,-2.15572
48999,299.89520,3.00567,16.00000,12.00000,12.20000,12.00000,11.30000,11.40001,10.50000,11.80000,11.91931,11.58238,51.10324,70.88535,176.65740,2.30970,-1.16115
49999,300.02510,3.00097,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91931,11.57872,51.09409,71.07761,177.40500,2.28077,-1.21266
50999,300.14750,2.99784,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.91565,11.57872,51.09409,71.07455,177.11800,2.30207,-0.77510
52000,299.72630,2.99886,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91931,11.58604,51.09714,71.07455,175.83180,2.29444,-1.90054
52998,299.50340,3.00054,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.57872,51.09714,71.07455,175.56810,2.27727,-2.91621
54002,299.93420,2.99980,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.80000,11.92297,11.57872,51.10630,71.07761,176.32020,2.23436,-1.60640
55000,300.16050,2.99900,16.00000,12.00000,12.20000,11.90001,11.30000,11.30000,10.50000,11.70000,11.90466,11.58238,51.09409,71.08066,177.06900,2.29412,-0.27925
56000,299.86180,2.99555,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.58238,51.09714,71.08676,176.36470,2.35070,-1.32369
57002,299.76350,2.99512,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91198,11.58238,51.09714,71.08981,176.10440,2.33417,-2.15643
57997,299.74670,2.99723,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.90466,11.58238,51.09714,71.07761,176.52270,2.27187,-1.92130
58997,299.64830,2.99839,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.54942,51.10324,71.01962,176.28020,2.27282,-2.02358
59998,299.28780,2.99795,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.54210,51.10324,71.00742,175.96640,2.27219,-2.14302
60998,299.73560,2.99811,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91198,11.54210,51.09714,71.00436,175.51580,2.26233,-1.84547
61996,300.21430,2.99862,16.10001,12.00000,12.20000,11.90001,11.30000,11.30000,10.50000,11.60001,11.90100,11.53477,51.10324,71.00436,176.07440,2.28363,-1.89841
62999,300.02140,3.00076,16.00000,12.00000,12.20000,11.90001,11.30000,11.30000,10.50000,11.70000,11.91565,11.53844,51.09714,71.01352,175.95200,2.27314,-1.53720
64003,299.97130,2.99874,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.86804,11.57872,51.10630,70.82125,176.17780,2.25979,-1.67096
64998,299.78200,2.99606,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.87170,11.57872,51.09714,70.81820,177.00340,2.28554,-2.04021
65998,299.68360,2.99837,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.86071,11.57872,51.09409,70.81820,176.70300,2.35865,-1.68919
66996,300.41630,2.99893,16.10001,12.00000,12.20000,11.90001,11.30000,11.30000,10.50000,11.70000,11.86438,11.57872,51.09714,70.81820,176.66180,2.28649,-3.12096
68002,301.54970,3.00076,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.58604,51.12766,70.81820,177.06570,2.27823,-4.80824
69001,301.76190,3.00241,16.00000,12.00000,12.20000,11.90001,11.30000,11.30000,10.50000,11.70000,11.90466,11.57140,51.12156,70.81210,176.83650,2.27091,-4.60547
69994,301.47410,3.00540,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.57872,51.12156,70.81210,176.41590,2.23944,-4.77194
71002,301.27280,3.00702,16.10001,12.00000,12.20000,11.90001,11.30000,11.30000,10.50000,11.70000,11.91198,11.57140,51.12766,70.81210,177.22810,2.20829,-5.74129
71998,301.01780,3.00637,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.90100,11.57872,51.12156,70.81210,177.22810,2.23467,-6.39325
72997,301.27830,3.00082,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.60001,11.91198,11.57872,51.12156,70.82735,177.30160,2.24580,-5.86147
73997,301.57000,2.99784,16.00000,12.00000,12.20000,11.90001,11.30000,11.30000,10.50000,11.70000,11.91931,11.58238,51.12156,71.00436,177.44290,2.29539,-5.48683
74997,301.31520,2.99467,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.57872,51.12766,71.00742,176.80310,2.31542,-5.18465
75999,301.24690,2.99468,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91198,11.58238,51.12156,71.00742,176.58280,2.27282,-4.54253
76997,300.64040,2.99739,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91198,11.57140,51.12766,71.00436,175.96200,2.25661,-3.04175
77998,300.09000,2.99926,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.86804,11.53844,51.09714,71.04404,175.66380,2.27664,-1.65074
78995,299.69660,3.00126,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.86071,11.53477,51.09714,71.03183,175.95640,2.27219,-2.47525
79995,299.48300,3.00078,16.10001,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.86438,11.54210,51.10630,71.03183,176.03210,2.26869,-3.09879
80999,299.71890,3.00234,16.10001,12.00000,12.20000,11.90001,11.20000,11.40001,10.50000,11.70000,11.86438,11.53477,51.09714,71.03183,176.42930,2.30588,-2.30861
81997,299.80800,3.00002,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.60001,11.91931,11.54210,51.12461,71.03793,177.18590,2.29889,-1.02400
82997,300.05850,2.99943,16.00000,12.00000,12.20000,11.90001,11.30000,11.40001,10.50000,11.70000,11.91565,11.53111,51.12461,70.96774,177.26710,2.22927,-1.17384
83996,299.78760,3.00004,16.10001,12.00000,12.20000,11.90001,11.20000,11.30000,10.50000,11.70000,11.91565,11.53111,51.12766,70.96774,176.39700,2.27727,-2.09938
84997,299.37150,2.99932,16.00000,12.00000,12.20000,11.90001,11.20000,11.40001,10.50000,11.70000,11.91565,11.54210,51.12156,70.97079,176.10660,2.27950,-2.58809
85998,299.35280,2.99784,16.00000,12.00000,12.20000,11.90001,11.20000,11.30000,10.50000,11.70000,11.91198,11.53477,51.12461,70.96164,176.53940,2.24167,-2.47990
