Time [ms],Volumeflow_Air [m^3/h],Volumeflow_Water [m^3/h],T_Water_In [°C],T_1_Back [°C],T_1_bottom [°C],T_1_Front [°C],T_2_Top [°C],T_2_Back [°C],T_2_Bottom [°C],T_2_Front [°C],T_1_Top_Combi [°C],T_2_Top_Combi [°C],rel_Humid_1 [%],rel_Humid_2 [%],dp_HEPA [Pa],dp_Rainwasher [Pa],dp_RainwasherToOut [Pa]
85988,300.51440,0.00266,16.90001,12.30000,12.40001,12.10001,12.10001,12.10001,11.10001,12.30000,12.15369,12.37708,52.02795,51.81738,178.94600,1.67526,5.73123
86989,299.26360,0.00260,16.90001,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.37708,52.03101,51.82043,178.20500,1.62217,6.41608
87988,298.22600,0.00253,16.80000,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.30000,12.15003,12.36976,52.02795,51.78075,178.81030,1.66159,6.82451
88991,298.31740,0.00268,16.90001,12.30000,12.40001,12.10001,12.10001,12.10001,11.10001,12.40001,12.16101,12.37708,52.02795,51.77770,178.95270,1.61645,7.82567
89989,298.44610,0.00261,16.90001,12.30000,12.50000,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.37708,51.98523,51.78381,178.48760,1.69783,7.96211
90988,298.53740,0.00272,16.90001,12.30000,12.50000,12.20000,12.10001,12.20000,11.10001,12.40001,12.15369,12.37708,51.99438,51.78381,179.06170,1.66954,8.40521
91989,298.57290,0.00257,16.90001,12.30000,12.50000,12.10001,12.10001,12.10001,11.10001,12.40001,12.15369,12.37342,51.99438,51.78075,178.62890,1.67462,8.50821
92991,298.53740,0.00251,16.90001,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.37708,51.98523,51.74718,177.70210,1.65587,7.44338
93994,298.49640,0.00262,16.90001,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.37342,51.99133,51.74413,177.37610,1.62217,6.73241
94988,298.72570,0.00260,16.90001,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.15369,12.38074,51.99133,51.74108,178.06820,1.63298,6.84291
95992,299.47550,0.00253,16.90001,12.20000,12.50000,12.10001,12.10001,12.20000,11.10001,12.40001,12.15369,12.37342,51.99438,51.74413,178.18830,1.62631,4.73523
96991,300.40700,0.00278,16.90001,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.30000,12.16101,12.37342,51.99133,51.74413,178.73350,1.65841,3.76482
97997,301.00300,0.00250,16.90001,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.37342,51.99133,51.75024,178.75130,1.66732,5.36037
98993,301.01960,0.00263,16.90001,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.30000,12.15369,12.37342,51.95471,51.74718,178.84590,1.62059,5.43422
99992,300.66810,0.00257,16.90001,12.30000,12.50000,12.20000,12.10001,12.20000,11.10001,12.40001,12.15369,12.37342,51.95166,51.75024,179.28200,1.58403,4.70000
100992,300.22910,0.00254,16.90001,12.20000,12.50000,12.10001,12.10001,12.20000,11.10001,12.30000,12.16101,12.37342,51.94861,51.74108,179.28200,1.63648,4.06915
101990,300.30880,0.00246,16.90001,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.15369,12.37342,51.95166,51.70751,179.39550,1.60406,3.45921
102993,300.24950,0.00247,16.80000,12.30000,12.50000,12.10001,12.10001,12.10001,11.10001,12.40001,12.16101,12.37708,51.94861,51.70751,178.23950,1.64792,2.96945
103989,299.87480,0.00250,16.80000,12.20000,12.50000,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.37708,51.95471,51.70446,177.99250,1.66668,3.39360
104993,300.44030,0.00252,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16468,12.37342,51.95776,51.70751,179.19530,1.58180,3.97850
105994,300.77360,0.00266,16.80000,12.30000,12.50000,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.37708,51.95776,51.71362,180.00630,1.62345,3.91679
106991,300.35140,0.00276,16.80000,12.20000,12.50000,12.10001,12.10001,12.20000,11.10001,12.40001,12.16468,12.37708,51.95166,51.71362,179.45000,1.65619,3.35210
107992,300.66070,0.00250,16.80000,12.30000,12.40001,12.10001,12.10001,12.10001,11.10001,12.40001,12.15369,12.37342,51.91504,51.71362,179.00940,1.66064,3.17918
108995,300.50150,0.00269,16.80000,12.20000,12.50000,12.10001,12.10001,12.10001,11.10001,12.40001,12.16468,12.37342,51.92114,51.71362,178.59670,1.63139,3.10016
109991,300.40330,0.00257,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.36976,51.91809,51.70751,178.88820,1.58085,3.87317
110990,300.63290,0.00259,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.37708,51.91809,51.71667,179.17860,1.63712,4.15587
111992,300.08260,0.00263,16.80000,12.30000,12.50000,12.20000,12.10001,12.20000,11.10001,12.40001,12.15369,12.37708,51.95166,51.75024,179.32210,1.65015,3.21050
112989,300.11600,0.00258,16.80000,12.30000,12.50000,12.10001,12.10001,12.10001,11.10001,12.40001,12.16101,12.37342,51.95166,51.75634,179.49900,1.65905,3.31366
113993,300.26060,0.00259,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.30000,12.16101,12.37342,51.95471,51.75024,178.37300,1.58562,3.38751
